"ICAO","STATE","AIRPORT","YEAR","RANK","TRAFFICTYPE","AIRTRAFFIC_TOTAL","LATITUDE","LONGITUDE","ALTITUDE","STATECODE"
"YBAS","Northern Territory","ALICE SPRINGS",2001,"12","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2002,"13","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2003,"13","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2004,"13","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2005,"16","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2006,"16","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2007,"17","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2008,"17","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2009,"17","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2010,"17","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2011,"18","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2012,"18","International",0,-23.8067,133.9022,1789,"NT"
"YBAS","Northern Territory","ALICE SPRINGS",2013,"18","International",0,-23.8067,133.9022,1789,"NT"
"YARM","New South Wales","ARMIDALE",1985,"36","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1986,"33","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1987,"29","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1988,"33","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1989,"-","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1990,"-","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1991,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1992,"45","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1993,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1994,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1995,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1996,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1997,"44","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1998,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",1999,"44","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2000,"42","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2001,"41","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2002,"42","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2003,"45","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2004,"42","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2005,"38","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2006,"42","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2007,"45","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2008,"45","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2009,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2010,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2011,"43","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2012,"45","International",0,-30.5281,151.6172,3556,"NSW"
"YARM","New South Wales","ARMIDALE",2013,"46","International",0,-30.5281,151.6172,3556,"NSW"
"YAYE","Northern Territory","AYERS ROCK",1985,"35","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1986,"23","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1987,"22","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1988,"24","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1989,"32","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1990,"27","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1991,"20","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1992,"18","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1993,"17","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1994,"16","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1995,"16","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1996,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1997,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1998,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",1999,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2000,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2001,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2002,"14","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2003,"17","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2004,"19","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2005,"19","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2006,"19","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2007,"19","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2008,"21","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2009,"23","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2010,"23","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2011,"24","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2012,"27","International",0,-25.1861,130.9756,1626,"NT"
"YAYE","Northern Territory","AYERS ROCK",2013,"31","International",0,-25.1861,130.9756,1626,"NT"
"YBNA","New South Wales","BALLINA",1985,"-","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1986,"-","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1987,"-","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1988,"-","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1989,"-","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1990,"39","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1991,"39","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1992,"37","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1993,"41","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1994,"41","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1995,"39","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1996,"37","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1997,"35","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1998,"34","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",1999,"32","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2000,"34","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2001,"33","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2002,"33","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2003,"37","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2004,"29","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2005,"24","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2006,"22","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2007,"23","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2008,"23","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2009,"22","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2010,"25","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2011,"23","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2012,"24","International",0,-28.8339,153.5625,7,"NSW"
"YBNA","New South Wales","BALLINA",2013,"25","International",0,-28.8339,153.5625,7,"NSW"
"YBAM","Queensland","BAMAGA",1985,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1986,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1987,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1988,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1989,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1990,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1991,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1992,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1993,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1994,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1995,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1996,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1997,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1998,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",1999,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2000,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2001,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2002,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2003,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2004,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2005,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2006,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2007,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2008,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2009,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2010,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2011,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2012,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBAM","Queensland","BAMAGA",2013,"-","International",0,-10.9508,142.4594,34,"QLD"
"YBTH","New South Wales","BATHURST",1985,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1986,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1987,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1988,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1989,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1990,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1991,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1992,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1993,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1994,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1995,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1996,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1997,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1998,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",1999,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2000,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2001,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2002,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2003,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2004,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2005,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2006,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2007,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2008,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2009,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2010,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2011,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2012,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTH","New South Wales","BATHURST",2013,"-","International",0,-33.4094,149.652,2435,"NSW"
"YBTI","Northern Territory","BATHURST ISLAND",1985,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1986,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1987,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1988,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1989,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1990,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1991,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1992,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1993,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1994,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1995,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1996,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1997,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1998,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",1999,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2000,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2001,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2002,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2003,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2004,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2005,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2006,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2007,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2008,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2009,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2010,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2011,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2012,"-","International",0,-11.7692,130.6197,67,"NT"
"YBTI","Northern Territory","BATHURST ISLAND",2013,"-","International",0,-11.7692,130.6197,67,"NT"
"YTNG","Queensland","BILOELA",1985,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1986,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1987,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1988,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1989,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1990,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1991,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1992,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1993,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1994,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1995,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1996,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1997,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1998,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",1999,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2000,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2001,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2002,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2003,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2004,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2005,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2006,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2007,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2008,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2009,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2010,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2011,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2012,"-","International",0,-24.4939,150.5761,644,"QLD"
"YTNG","Queensland","BILOELA",2013,"-","International",0,-24.4939,150.5761,644,"QLD"
"YBAF","Queensland","BRISBANE",1985,"3","International",492466,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1986,"3","International",576663,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1987,"3","International",697453,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1988,"3","International",958795,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1989,"3","International",946067,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1990,"3","International",1062737,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1991,"3","International",1202170,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1992,"3","International",1312939,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1993,"3","International",1542211,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1994,"3","International",1686057,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1995,"3","International",1965327,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1996,"3","International",2192110,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1997,"3","International",2294900,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1998,"3","International",2251240,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",1999,"3","International",2375767,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2000,"3","International",2461378,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2001,"3","International",2547720,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2002,"3","International",2493082,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2003,"3","International",2549444,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2004,"3","International",3266481,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2005,"3","International",3606690,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2006,"3","International",3763314,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2007,"3","International",3921752,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2008,"3","International",4035790,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2009,"3","International",4117171,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2010,"3","International",4282257,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2011,"3","International",4444867,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2012,"3","International",4471413,-27.5703,153.0081,63,"QLD"
"YBAF","Queensland","BRISBANE",2013,"3","International",4669141,-27.5703,153.0081,63,"QLD"
"YBHI","New South Wales","BROKEN HILL",1985,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1986,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1987,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1988,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1989,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1990,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1991,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1992,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1993,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1994,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1995,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1996,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1997,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1998,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",1999,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2000,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2001,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2002,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2003,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2004,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2005,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2006,"-","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2007,"59","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2008,"56","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2009,"56","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2010,"51","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2011,"56","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2012,"55","International",0,-32.0014,141.472,958,"NSW"
"YBHI","New South Wales","BROKEN HILL",2013,"56","International",0,-32.0014,141.472,958,"NSW"
"YBRM","Western Australia","BROOME",1985,"42","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1986,"42","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1987,"35","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1988,"32","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1989,"24","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1990,"21","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1991,"22","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1992,"24","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1993,"23","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1994,"20","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1995,"19","International",0,-17.94,122.23,NA,"WA"
"YBRM","Western Australia","BROOME",1996,"19","International",2338,-17.94,122.23,NA,"WA"
